Order ID,Date,Product Category,Product,Region,Quantity,SalesAmount,Cost,Profit,ProfitMargin
ORD-99219,2025-01-21,Accessories,Chargers,Middle East & Africa,5,976.07,408.46,567.61,0.5815
ORD-54642,2025-01-21,Home Goods,Chairs,Latin America,3,494.63,333.07,161.56,0.3266
ORD-88668,2025-01-21,Clothing,T-Shirts,Asia Pacific,3,284.61,120.3,164.31,0.5773
ORD-52617,2025-01-21,Electronics,Tablets,Middle East & Africa,4,6041.16,4698.12,1343.04,0.2223
ORD-72861,2025-01-21,Electronics,Tablets,Latin America,8,2953.67,2070.02,883.65,0.2992
ORD-46307,2025-01-21,Home Goods,Sofas,Europe,6,1590.16,810.38,779.79,0.4904
ORD-75255,2025-01-21,Accessories,Backpacks,Europe,5,793.0,475.33,317.67,0.4006
ORD-11162,2025-01-21,Home Goods,Sofas,Europe,1,651.19,441.61,209.58,0.3218
ORD-93900,2025-01-21,Accessories,Chargers,Europe,3,878.47,434.8,443.68,0.5051
ORD-56256,2025-01-21,Clothing,Sneakers,Europe,8,938.93,332.32,606.62,0.6461
ORD-90202,2025-01-22,Home Goods,Lamps,Latin America,9,6811.59,3623.96,3187.63,0.468
ORD-89849,2025-01-22,Clothing,Sneakers,Middle East & Africa,10,420.05,206.38,213.67,0.5087
ORD-61614,2025-01-22,Accessories,Backpacks,Latin America,6,1758.15,926.95,831.2,0.4728
ORD-89601,2025-01-22,Accessories,Backpacks,Latin America,2,167.79,88.86,78.92,0.4704
ORD-13881,2025-01-22,Clothing,Sneakers,Asia Pacific,6,744.23,342.72,401.51,0.5395
ORD-69009,2025-01-22,Clothing,T-Shirts,Europe,10,1296.85,531.16,765.69,0.5904
ORD-65044,2025-01-22,Home Goods,Desks,Europe,2,1011.25,517.41,493.84,0.4883
ORD-27492,2025-01-22,Home Goods,Chairs,Latin America,10,5796.45,3139.58,2656.87,0.4584
ORD-69868,2025-01-22,Clothing,Sneakers,Europe,6,342.92,145.28,197.65,0.5764
ORD-21634,2025-01-22,Home Goods,Chairs,Middle East & Africa,10,4662.19,2595.94,2066.26,0.4432
ORD-91841,2025-01-22,Accessories,Smartwatches,Asia Pacific,4,772.72,346.14,426.58,0.5521
ORD-40261,2025-01-22,Home Goods,Sofas,Latin America,5,1079.98,650.68,429.3,0.3975
ORD-45615,2025-01-22,Home Goods,Desks,North America,3,611.73,313.02,298.71,0.4883
ORD-37548,2025-01-22,Electronics,Tablets,North America,7,8945.42,6228.17,2717.26,0.3038
ORD-95310,2025-01-23,Home Goods,Sofas,Latin America,3,1655.84,1024.65,631.19,0.3812
ORD-54607,2025-01-23,Electronics,Smartphones,North America,5,5903.42,4539.75,1363.66,0.231
ORD-53923,2025-01-23,Clothing,T-Shirts,Middle East & Africa,9,857.31,406.39,450.93,0.526
ORD-53851,2025-01-23,Clothing,Jeans,Europe,4,563.03,265.76,297.27,0.528
ORD-11692,2025-01-23,Home Goods,Lamps,Europe,1,686.97,467.52,219.45,0.3194
ORD-64660,2025-01-23,Home Goods,Lamps,Latin America,4,2871.89,1464.38,1407.51,0.4901
ORD-16057,2025-01-23,Accessories,Backpacks,Europe,3,203.76,92.94,110.82,0.5439
ORD-19914,2025-01-23,Home Goods,Chairs,Latin America,8,3346.78,2038.2,1308.58,0.391
ORD-15043,2025-01-23,Clothing,T-Shirts,North America,7,936.07,404.38,531.69,0.568
ORD-16591,2025-01-23,Electronics,Tablets,North America,1,1801.98,1237.77,564.2,0.3131
ORD-98917,2025-01-23,Electronics,Laptops,Asia Pacific,2,2099.99,1563.13,536.87,0.2557
ORD-69836,2025-01-23,Home Goods,Desks,Middle East & Africa,2,406.68,203.36,203.32,0.5
ORD-39357,2025-01-23,Clothing,Sneakers,Asia Pacific,10,1050.08,522.18,527.9,0.5027
ORD-73119,2025-01-24,Home Goods,Lamps,North America,3,1370.83,848.99,521.84,0.3807
ORD-62635,2025-01-24,Clothing,Jeans,North America,9,550.13,271.02,279.11,0.5074
ORD-78949,2025-01-24,Home Goods,Desks,Asia Pacific,6,2331.74,1266.72,1065.02,0.4567
ORD-48477,2025-01-24,Home Goods,Sofas,Europe,6,4755.65,2824.21,1931.44,0.4061
ORD-12592,2025-01-24,Home Goods,Sofas,Middle East & Africa,7,4309.91,2585.65,1724.25,0.4001
ORD-16470,2025-01-24,Home Goods,Chairs,Middle East & Africa,4,2339.72,1386.86,952.86,0.4073
ORD-66817,2025-01-24,Home Goods,Chairs,Latin America,3,1683.21,866.27,816.95,0.4853
ORD-64313,2025-01-24,Home Goods,Chairs,Middle East & Africa,4,704.88,436.46,268.42,0.3808
ORD-60439,2025-01-24,Accessories,Chargers,Asia Pacific,6,315.18,182.1,133.08,0.4222
ORD-14376,2025-01-24,Clothing,Jackets,Europe,10,237.24,101.45,135.79,0.5724
ORD-16094,2025-01-24,Accessories,Backpacks,Latin America,5,1388.93,569.35,819.58,0.5901
ORD-80479,2025-01-25,Accessories,Headphones,Asia Pacific,2,500.4,294.11,206.29,0.4122
ORD-85831,2025-01-25,Home Goods,Desks,Latin America,7,1816.91,1117.97,698.94,0.3847
ORD-78812,2025-01-25,Home Goods,Lamps,Asia Pacific,6,2436.96,1387.08,1049.88,0.4308
ORD-50458,2025-01-25,Clothing,Jackets,North America,2,252.8,91.2,161.6,0.6392
ORD-67700,2025-01-25,Electronics,Tablets,Europe,3,1832.04,1324.81,507.23,0.2769
ORD-49567,2025-01-25,Clothing,Jeans,Asia Pacific,5,495.55,178.46,317.09,0.6399
ORD-41200,2025-01-25,Accessories,Backpacks,Asia Pacific,5,819.45,350.14,469.31,0.5727
ORD-14952,2025-01-26,Electronics,Laptops,Middle East & Africa,8,3269.15,2136.69,1132.46,0.3464
ORD-14040,2025-01-26,Accessories,Backpacks,Latin America,10,2815.93,1153.71,1662.22,0.5903
ORD-68886,2025-01-26,Electronics,Tablets,North America,7,13474.77,9146.42,4328.35,0.3212
ORD-77924,2025-01-26,Accessories,Chargers,Middle East & Africa,8,2090.4,1191.02,899.38,0.4302
ORD-70830,2025-01-26,Home Goods,Chairs,Middle East & Africa,9,1781.91,1138.16,643.75,0.3613
ORD-78278,2025-01-26,Accessories,Chargers,Asia Pacific,3,792.5,374.71,417.8,0.5272
ORD-64206,2025-01-26,Home Goods,Chairs,Europe,9,6308.75,3300.1,3008.65,0.4769
ORD-22187,2025-01-26,Accessories,Backpacks,Middle East & Africa,5,1168.89,639.61,529.28,0.4528
ORD-67214,2025-01-26,Clothing,Jeans,Middle East & Africa,2,191.21,72.84,118.37,0.6191
ORD-41884,2025-01-27,Electronics,Monitors,Asia Pacific,9,5947.16,4136.68,1810.48,0.3044
ORD-18863,2025-01-27,Electronics,Monitors,Asia Pacific,10,14793.01,9020.58,5772.43,0.3902
ORD-47770,2025-01-27,Clothing,T-Shirts,North America,7,1034.38,432.56,601.82,0.5818
ORD-44467,2025-01-28,Electronics,Tablets,Asia Pacific,3,1055.66,811.86,243.79,0.2309
ORD-65421,2025-01-28,Clothing,Jeans,Latin America,9,1153.91,372.1,781.81,0.6775
ORD-83686,2025-01-28,Electronics,Tablets,Europe,3,1449.72,949.08,500.63,0.3453
ORD-42827,2025-01-28,Home Goods,Lamps,Asia Pacific,9,884.25,476.6,407.65,0.461
ORD-80843,2025-01-28,Electronics,Monitors,Europe,10,14492.53,9328.93,5163.6,0.3563
ORD-57551,2025-01-28,Home Goods,Chairs,Latin America,4,3072.98,1650.52,1422.47,0.4629
ORD-13036,2025-01-28,Home Goods,Sofas,Latin America,10,2433.08,1624.56,808.52,0.3323
ORD-74691,2025-01-28,Electronics,Monitors,Middle East & Africa,10,18998.29,11917.57,7080.73,0.3727
ORD-62697,2025-01-28,Accessories,Headphones,Asia Pacific,8,604.99,318.56,286.44,0.4735
ORD-55999,2025-01-28,Accessories,Backpacks,Europe,10,1097.15,646.31,450.84,0.4109
ORD-92423,2025-01-28,Electronics,Monitors,North America,4,1335.99,1010.25,325.73,0.2438
ORD-51273,2025-01-28,Accessories,Chargers,Europe,7,1681.11,678.48,1002.63,0.5964
ORD-44937,2025-01-28,Accessories,Smartwatches,Latin America,1,54.6,32.16,22.44,0.411
ORD-85000,2025-01-28,Home Goods,Lamps,Europe,9,6722.76,4014.99,2707.77,0.4028
ORD-23919,2025-01-28,Accessories,Headphones,Asia Pacific,4,251.09,109.38,141.7,0.5644
ORD-53309,2025-01-28,Electronics,Tablets,Latin America,5,5389.53,3925.62,1463.91,0.2716
ORD-78497,2025-01-29,Clothing,Sneakers,North America,6,335.43,140.42,195.01,0.5814
ORD-65610,2025-01-29,Accessories,Smartwatches,Asia Pacific,6,1408.79,825.91,582.88,0.4137
ORD-49159,2025-01-29,Electronics,Monitors,Asia Pacific,10,9166.91,7088.48,2078.43,0.2267
ORD-31637,2025-01-29,Home Goods,Lamps,North America,4,1430.72,873.74,556.97,0.3893
ORD-11388,2025-01-29,Accessories,Headphones,North America,3,169.26,83.4,85.86,0.5073
ORD-11682,2025-01-29,Clothing,Jeans,Asia Pacific,3,418.72,150.61,268.12,0.6403
ORD-92832,2025-01-29,Accessories,Smartwatches,Europe,4,567.78,312.15,255.64,0.4502
ORD-14571,2025-01-30,Clothing,Sneakers,Asia Pacific,3,388.63,178.71,209.92,0.5402
ORD-23887,2025-01-30,Accessories,Chargers,Europe,10,2585.41,1130.86,1454.55,0.5626
ORD-80502,2025-01-30,Electronics,Laptops,Middle East & Africa,7,4366.21,2984.08,1382.13,0.3166
ORD-14465,2025-01-30,Accessories,Backpacks,Asia Pacific,2,467.8,252.27,215.53,0.4607
ORD-19023,2025-01-30,Home Goods,Chairs,Europe,9,5712.16,3005.47,2706.69,0.4738
ORD-18829,2025-01-30,Clothing,Sneakers,Asia Pacific,5,355.89,117.44,238.44,0.67
ORD-80084,2025-01-30,Accessories,Headphones,Middle East & Africa,9,2360.98,994.05,1366.94,0.579
ORD-65580,2025-01-30,Home Goods,Sofas,Middle East & Africa,9,5840.71,3221.34,2619.36,0.4485
ORD-86453,2025-01-30,Electronics,Laptops,North America,6,6988.09,4829.81,2158.28,0.3089
ORD-22114,2025-01-30,Electronics,Laptops,Asia Pacific,9,2903.95,1926.47,977.48,0.3366
ORD-28220,2025-01-30,Accessories,Headphones,Middle East & Africa,8,2255.56,1209.45,1046.11,0.4638
ORD-59996,2025-01-30,Electronics,Monitors,Middle East & Africa,5,8370.05,6335.24,2034.81,0.2431
ORD-83915,2025-01-30,Home Goods,Sofas,Middle East & Africa,10,4038.92,2718.2,1320.72,0.327
ORD-18468,2025-01-30,Clothing,Sneakers,Europe,8,372.19,121.56,250.63,0.6734
ORD-78617,2025-01-30,Electronics,Smartphones,Middle East & Africa,5,2353.5,1434.49,919.01,0.3905
ORD-10819,2025-01-30,Electronics,Smartphones,Middle East & Africa,2,3545.64,2279.52,1266.12,0.3571
ORD-20384,2025-01-30,Home Goods,Desks,Europe,8,2752.59,1562.48,1190.11,0.4324
ORD-73154,2025-01-31,Accessories,Headphones,Middle East & Africa,10,2436.16,1261.35,1174.8,0.4822
ORD-30540,2025-01-31,Home Goods,Sofas,Asia Pacific,4,2104.56,1385.49,719.07,0.3417
ORD-23906,2025-01-31,Electronics,Monitors,Latin America,6,8707.06,6905.19,1801.88,0.2069
ORD-69782,2025-01-31,Home Goods,Desks,Latin America,5,3381.12,1729.72,1651.39,0.4884
ORD-31953,2025-01-31,Home Goods,Chairs,Latin America,6,2898.96,1881.22,1017.74,0.3511
ORD-48181,2025-01-31,Home Goods,Lamps,Asia Pacific,3,1847.39,1231.38,616.01,0.3334
ORD-47212,2025-01-31,Home Goods,Sofas,North America,9,5400.92,3370.31,2030.6,0.376
ORD-29099,2025-01-31,Clothing,Jackets,Europe,1,40.44,18.95,21.49,0.5313
ORD-96074,2025-01-31,Clothing,T-Shirts,Europe,6,408.53,170.53,238.0,0.5826
ORD-45784,2025-01-31,Electronics,Laptops,Europe,9,14358.18,9661.37,4696.81,0.3271
ORD-43866,2025-01-31,Home Goods,Sofas,Asia Pacific,6,4794.7,2582.79,2211.92,0.4613
ORD-15844,2025-01-31,Home Goods,Chairs,Europe,8,3635.51,2070.43,1565.08,0.4305
ORD-43355,2025-01-31,Home Goods,Lamps,North America,4,1182.51,680.04,502.47,0.4249
ORD-19712,2025-01-31,Electronics,Smartphones,Asia Pacific,5,8102.21,5665.24,2436.97,0.3008
ORD-17219,2025-01-31,Accessories,Smartwatches,Asia Pacific,9,2051.37,1002.8,1048.58,0.5112
ORD-58284,2025-01-31,Home Goods,Chairs,Middle East & Africa,5,836.23,488.32,347.91,0.416
ORD-90185,2025-02-01,Accessories,Backpacks,Middle East & Africa,10,259.19,142.48,116.71,0.4503
ORD-85822,2025-02-01,Accessories,Headphones,Latin America,2,398.68,172.78,225.9,0.5666
ORD-13937,2025-02-01,Home Goods,Chairs,Asia Pacific,4,2363.16,1261.75,1101.41,0.4661
ORD-44597,2025-02-01,Electronics,Smartphones,Middle East & Africa,4,3212.7,2379.88,832.82,0.2592
ORD-51174,2025-02-01,Accessories,Chargers,Europe,6,1430.26,748.72,681.54,0.4765
ORD-12677,2025-02-01,Clothing,Jackets,Asia Pacific,9,543.22,186.68,356.54,0.6563
ORD-72171,2025-02-01,Electronics,Monitors,North America,3,1540.11,1128.52,411.59,0.2672
ORD-48240,2025-02-01,Electronics,Laptops,Latin America,8,10855.67,7937.07,2918.6,0.2689
ORD-53690,2025-02-01,Accessories,Smartwatches,Asia Pacific,3,143.0,64.35,78.65,0.55
ORD-12009,2025-02-01,Electronics,Smartphones,Europe,9,2932.05,1786.9,1145.15,0.3906
ORD-86213,2025-02-01,Home Goods,Desks,Europe,1,319.47,220.1,99.36,0.311
ORD-34218,2025-02-02,Home Goods,Lamps,Latin America,3,1639.14,965.31,673.84,0.4111
ORD-59692,2025-02-02,Electronics,Laptops,Latin America,7,11335.61,7061.12,4274.49,0.3771
ORD-25533,2025-02-02,Electronics,Tablets,Middle East & Africa,3,1899.32,1207.25,692.08,0.3644
ORD-84893,2025-02-02,Clothing,Jackets,Middle East & Africa,10,751.87,332.06,419.8,0.5583
ORD-73280,2025-02-02,Home Goods,Lamps,Middle East & Africa,4,2685.91,1514.55,1171.36,0.4361
ORD-11467,2025-02-02,Clothing,Jeans,Latin America,3,158.15,50.73,107.42,0.6792
ORD-23785,2025-02-02,Clothing,Sneakers,Europe,5,680.35,313.44,366.91,0.5393
ORD-37949,2025-02-02,Accessories,Smartwatches,Latin America,3,216.64,103.19,113.45,0.5237
ORD-99640,2025-02-02,Accessories,Backpacks,Middle East & Africa,9,2599.14,1492.92,1106.22,0.4256
ORD-95280,2025-02-02,Accessories,Smartwatches,North America,3,813.12,384.92,428.2,0.5266
ORD-25193,2025-02-03,Clothing,Jeans,Asia Pacific,8,197.68,76.55,121.13,0.6127
ORD-96261,2025-02-03,Electronics,Tablets,Asia Pacific,4,6803.2,4784.27,2018.93,0.2968
ORD-34002,2025-02-03,Home Goods,Desks,North America,3,1536.36,805.89,730.47,0.4755
ORD-96929,2025-02-03,Electronics,Laptops,Middle East & Africa,2,697.1,505.69,191.41,0.2746
ORD-71703,2025-02-03,Home Goods,Chairs,Asia Pacific,4,3190.35,1709.07,1481.29,0.4643
ORD-31268,2025-02-03,Accessories,Smartwatches,Asia Pacific,9,2230.29,1093.34,1136.95,0.5098
ORD-69306,2025-02-03,Clothing,Jeans,Middle East & Africa,6,777.69,370.63,407.07,0.5234
ORD-52529,2025-02-03,Home Goods,Chairs,North America,5,3929.16,2547.47,1381.68,0.3516
ORD-35095,2025-02-03,Accessories,Headphones,Asia Pacific,10,2569.21,1425.96,1143.25,0.445
ORD-11079,2025-02-03,Accessories,Headphones,North America,3,899.6,450.47,449.13,0.4993
ORD-12978,2025-02-04,Electronics,Smartphones,North America,5,4897.18,3718.47,1178.7,0.2407
ORD-65904,2025-02-04,Clothing,Sneakers,Middle East & Africa,3,410.94,164.28,246.67,0.6002
ORD-54573,2025-02-04,Accessories,Chargers,Latin America,8,391.37,158.29,233.09,0.5956
ORD-45130,2025-02-04,Electronics,Tablets,North America,3,5351.06,3729.28,1621.77,0.3031
ORD-40111,2025-02-04,Accessories,Smartwatches,North America,1,287.15,137.42,149.74,0.5214
ORD-47552,2025-02-04,Clothing,T-Shirts,Middle East & Africa,4,364.15,170.46,193.7,0.5319
ORD-33028,2025-02-04,Electronics,Tablets,North America,9,12543.76,9530.71,3013.05,0.2402
ORD-91766,2025-02-04,Clothing,Jeans,North America,3,84.08,27.38,56.7,0.6744
ORD-45333,2025-02-04,Electronics,Tablets,Asia Pacific,1,1777.84,1242.03,535.81,0.3014
ORD-71333,2025-02-04,Accessories,Headphones,Middle East & Africa,10,273.48,122.77,150.71,0.5511
ORD-35073,2025-02-04,Electronics,Smartphones,Latin America,10,14785.85,10404.9,4380.95,0.2963
ORD-89626,2025-02-04,Accessories,Chargers,Middle East & Africa,8,1799.45,967.41,832.04,0.4624
ORD-14679,2025-02-05,Clothing,Sneakers,Middle East & Africa,10,832.33,310.35,521.98,0.6271
ORD-56162,2025-02-05,Clothing,Sneakers,Middle East & Africa,1,85.02,36.54,48.48,0.5702
ORD-11668,2025-02-05,Home Goods,Desks,Latin America,4,1149.04,721.02,428.01,0.3725
ORD-38149,2025-02-05,Clothing,Jackets,Asia Pacific,2,174.47,62.52,111.94,0.6416
ORD-80831,2025-02-05,Clothing,T-Shirts,Latin America,2,108.39,41.5,66.89,0.6172
ORD-51255,2025-02-05,Accessories,Backpacks,Latin America,10,2576.03,1440.65,1135.38,0.4407
ORD-93488,2025-02-05,Home Goods,Sofas,Middle East & Africa,6,3275.92,2142.24,1133.68,0.3461
ORD-75422,2025-02-05,Accessories,Headphones,North America,9,160.89,72.27,88.62,0.5508
ORD-80773,2025-02-05,Home Goods,Lamps,North America,5,550.36,373.61,176.74,0.3211
ORD-11297,2025-02-05,Accessories,Smartwatches,Latin America,8,712.72,289.46,423.26,0.5939
ORD-89888,2025-02-05,Clothing,Jackets,Latin America,6,364.62,133.8,230.82,0.633
ORD-79812,2025-02-05,Electronics,Monitors,Asia Pacific,5,2724.09,2163.71,560.38,0.2057
ORD-45989,2025-02-06,Accessories,Backpacks,Middle East & Africa,10,962.8,576.88,385.92,0.4008
ORD-72990,2025-02-06,Accessories,Headphones,North America,3,632.25,308.61,323.63,0.5119
ORD-77947,2025-02-06,Home Goods,Lamps,North America,1,353.35,179.53,173.82,0.4919
ORD-30018,2025-02-06,Clothing,Jackets,Latin America,1,100.95,39.04,61.91,0.6133
ORD-10421,2025-02-06,Accessories,Chargers,Asia Pacific,7,2060.43,831.16,1229.27,0.5966
ORD-86178,2025-02-06,Home Goods,Lamps,Asia Pacific,8,5723.51,3249.68,2473.84,0.4322
ORD-51702,2025-02-06,Home Goods,Chairs,Asia Pacific,3,1235.49,760.53,474.97,0.3844
ORD-85459,2025-02-06,Electronics,Tablets,Latin America,3,928.52,690.75,237.77,0.2561
ORD-46565,2025-02-06,Accessories,Backpacks,Europe,2,524.29,250.01,274.27,0.5231
ORD-22427,2025-02-06,Clothing,Jackets,Asia Pacific,7,461.43,204.02,257.41,0.5579
ORD-94174,2025-02-06,Electronics,Tablets,Latin America,9,17528.15,10666.17,6861.98,0.3915
ORD-36168,2025-02-06,Electronics,Smartphones,Middle East & Africa,4,7401.09,5631.36,1769.73,0.2391
ORD-67681,2025-02-06,Electronics,Monitors,Middle East & Africa,3,3957.46,2431.16,1526.3,0.3857
ORD-37072,2025-02-06,Clothing,T-Shirts,Asia Pacific,2,88.86,40.12,48.74,0.5485
ORD-94544,2025-02-06,Electronics,Monitors,Asia Pacific,2,3946.15,2684.38,1261.76,0.3197
ORD-17847,2025-02-06,Accessories,Chargers,Europe,6,1188.0,497.33,690.66,0.5814
ORD-97786,2025-02-06,Accessories,Chargers,Europe,8,595.54,270.39,325.15,0.546
ORD-73114,2025-02-06,Clothing,Jeans,North America,10,378.21,147.99,230.21,0.6087
ORD-41006,2025-02-06,Electronics,Monitors,Latin America,1,600.92,367.15,233.77,0.389
ORD-84878,2025-02-07,Electronics,Tablets,Asia Pacific,6,1932.55,1402.31,530.24,0.2744
ORD-12208,2025-02-07,Accessories,Smartwatches,Asia Pacific,2,70.35,36.34,34.01,0.4834
ORD-87622,2025-02-07,Clothing,Sneakers,Middle East & Africa,3,171.94,63.99,107.95,0.6278
ORD-89046,2025-02-07,Accessories,Headphones,Europe,5,868.8,406.16,462.65,0.5325
ORD-19043,2025-02-07,Home Goods,Desks,Europe,10,6613.15,4289.59,2323.57,0.3514
ORD-45080,2025-02-07,Electronics,Laptops,Asia Pacific,7,4860.87,3099.4,1761.47,0.3624
ORD-60206,2025-02-07,Home Goods,Lamps,Latin America,7,3622.41,2422.41,1200.0,0.3313
ORD-63928,2025-02-07,Electronics,Laptops,Asia Pacific,10,17221.34,11602.51,5618.83,0.3263
ORD-85764,2025-02-07,Accessories,Smartwatches,Latin America,6,1760.0,707.27,1052.73,0.5981
ORD-15817,2025-02-07,Clothing,Jeans,Europe,3,180.23,76.22,104.02,0.5771
ORD-97277,2025-02-07,Accessories,Chargers,Asia Pacific,3,260.87,111.88,148.99,0.5711
ORD-81642,2025-02-07,Clothing,Sneakers,North America,10,607.2,201.87,405.33,0.6675
ORD-45775,2025-02-07,Electronics,Laptops,Middle East & Africa,9,10788.2,7162.93,3625.27,0.336
ORD-91649,2025-02-07,Home Goods,Sofas,Middle East & Africa,9,4505.04,3052.57,1452.47,0.3224
ORD-61796,2025-02-07,Clothing,Jackets,North America,3,116.44,54.06,62.39,0.5358
ORD-73400,2025-02-07,Accessories,Chargers,Latin America,10,2763.29,1166.24,1597.05,0.578
ORD-71614,2025-02-07,Accessories,Backpacks,Asia Pacific,10,2846.23,1179.96,1666.27,0.5854
ORD-85746,2025-02-08,Clothing,Jeans,Middle East & Africa,6,222.46,67.53,154.93,0.6964
ORD-48565,2025-02-08,Clothing,T-Shirts,Middle East & Africa,8,179.24,74.07,105.17,0.5867
ORD-41499,2025-02-08,Accessories,Chargers,Middle East & Africa,2,488.81,253.45,235.36,0.4815
ORD-42300,2025-02-08,Electronics,Monitors,Middle East & Africa,7,8561.07,5625.27,2935.8,0.3429
ORD-99379,2025-02-08,Accessories,Smartwatches,Middle East & Africa,9,632.22,360.59,271.63,0.4297
ORD-21083,2025-02-08,Accessories,Chargers,Middle East & Africa,2,341.73,139.48,202.25,0.5918
ORD-34349,2025-02-08,Home Goods,Sofas,Europe,10,1867.02,1134.68,732.34,0.3923
ORD-31554,2025-02-08,Accessories,Chargers,Latin America,9,240.32,133.67,106.66,0.4438
ORD-72937,2025-02-08,Home Goods,Lamps,Middle East & Africa,10,5770.42,3885.59,1884.83,0.3266
ORD-37721,2025-02-08,Electronics,Smartphones,Middle East & Africa,3,1789.57,1224.82,564.75,0.3156
ORD-49942,2025-02-08,Home Goods,Chairs,Asia Pacific,5,1297.45,766.16,531.29,0.4095
ORD-64553,2025-02-08,Electronics,Monitors,Europe,3,5247.47,3573.15,1674.32,0.3191
ORD-90280,2025-02-09,Home Goods,Chairs,Europe,4,2180.25,1335.55,844.69,0.3874
ORD-20240,2025-02-09,Electronics,Monitors,Middle East & Africa,9,8088.18,6334.0,1754.18,0.2169
ORD-86721,2025-02-09,Electronics,Tablets,Middle East & Africa,9,8352.41,6169.61,2182.8,0.2613
ORD-78304,2025-02-09,Home Goods,Chairs,Middle East & Africa,5,1648.8,1039.09,609.71,0.3698
ORD-21386,2025-02-09,Clothing,Jeans,Asia Pacific,1,148.94,54.32,94.62,0.6353
ORD-67541,2025-02-09,Home Goods,Sofas,Asia Pacific,5,3069.22,2061.14,1008.08,0.3284
ORD-50183,2025-02-09,Electronics,Smartphones,Middle East & Africa,5,9933.81,6025.5,3908.31,0.3934
ORD-32085,2025-02-09,Electronics,Monitors,Europe,1,1610.8,1273.93,336.87,0.2091
ORD-31988,2025-02-09,Accessories,Backpacks,Middle East & Africa,2,586.18,332.94,253.24,0.432
ORD-50709,2025-02-09,Accessories,Headphones,Latin America,6,1323.82,711.74,612.08,0.4624
ORD-74327,2025-02-09,Home Goods,Lamps,Asia Pacific,4,2296.08,1148.29,1147.79,0.4999
ORD-50746,2025-02-09,Accessories,Smartwatches,Asia Pacific,3,762.09,324.95,437.14,0.5736
ORD-12961,2025-02-09,Electronics,Monitors,Latin America,9,3912.19,3012.61,899.57,0.2299
ORD-80779,2025-02-09,Accessories,Backpacks,Asia Pacific,10,2465.98,1001.88,1464.1,0.5937
ORD-68447,2025-02-09,Electronics,Laptops,Europe,7,9668.0,7089.61,2578.39,0.2667
ORD-51040,2025-02-10,Home Goods,Sofas,Europe,2,1285.78,831.75,454.04,0.3531
ORD-64592,2025-02-10,Accessories,Smartwatches,Middle East & Africa,7,1776.88,953.58,823.29,0.4633
ORD-13890,2025-02-10,Clothing,T-Shirts,Europe,10,210.83,91.49,119.34,0.566
ORD-19769,2025-02-10,Electronics,Laptops,North America,1,891.32,707.72,183.6,0.206
ORD-99220,2025-02-10,Home Goods,Sofas,Latin America,5,1532.69,905.45,627.24,0.4092
ORD-96713,2025-02-10,Electronics,Monitors,Europe,6,11398.62,7579.33,3819.29,0.3351
ORD-26922,2025-02-10,Clothing,Jeans,Latin America,9,891.38,416.99,474.4,0.5322
ORD-76293,2025-02-10,Electronics,Tablets,Asia Pacific,8,5018.94,3557.14,1461.81,0.2913
ORD-51043,2025-02-10,Clothing,T-Shirts,Middle East & Africa,4,331.54,162.07,169.47,0.5112
ORD-73976,2025-02-10,Accessories,Backpacks,Latin America,2,179.44,95.83,83.61,0.466
ORD-44920,2025-02-10,Electronics,Smartphones,North America,9,5838.12,3814.86,2023.26,0.3466
ORD-57384,2025-02-10,Clothing,Jackets,Latin America,2,63.73,30.39,33.34,0.5232
ORD-19954,2025-02-10,Electronics,Monitors,Latin America,10,10920.86,7811.82,3109.04,0.2847
ORD-95384,2025-02-10,Clothing,Jackets,Asia Pacific,7,949.64,299.05,650.59,0.6851
ORD-67363,2025-02-10,Home Goods,Chairs,Europe,8,2488.55,1566.22,922.33,0.3706
ORD-13482,2025-02-11,Home Goods,Chairs,Latin America,5,1754.42,916.15,838.28,0.4778
ORD-18306,2025-02-11,Electronics,Smartphones,Middle East & Africa,7,8703.78,6360.56,2343.21,0.2692
ORD-99445,2025-02-11,Accessories,Chargers,Asia Pacific,8,232.17,123.86,108.3,0.4665
ORD-68281,2025-02-11,Accessories,Headphones,Europe,8,1582.08,891.57,690.51,0.4365
ORD-60813,2025-02-11,Accessories,Backpacks,Europe,7,1592.41,893.0,699.4,0.4392
ORD-61767,2025-02-11,Home Goods,Sofas,Europe,9,1120.19,560.62,559.57,0.4995
ORD-38629,2025-02-11,Electronics,Monitors,North America,3,4885.9,3048.16,1837.74,0.3761
ORD-53154,2025-02-11,Home Goods,Lamps,Latin America,6,1488.97,1007.1,481.86,0.3236
ORD-49698,2025-02-11,Clothing,Sneakers,Asia Pacific,9,355.19,151.19,203.99,0.5743
ORD-23433,2025-02-11,Electronics,Smartphones,Asia Pacific,2,1098.96,821.94,277.02,0.2521
ORD-59397,2025-02-11,Clothing,Jackets,Latin America,4,361.78,169.04,192.74,0.5328
ORD-84120,2025-02-11,Accessories,Chargers,Asia Pacific,9,331.16,155.96,175.2,0.5291
ORD-69707,2025-02-11,Electronics,Monitors,North America,9,6561.88,4417.25,2144.63,0.3268
ORD-46427,2025-02-12,Accessories,Chargers,Middle East & Africa,8,1028.68,420.33,608.35,0.5914
ORD-59092,2025-02-12,Clothing,Jeans,North America,6,602.45,218.63,383.82,0.6371
ORD-14194,2025-02-12,Accessories,Smartwatches,Europe,10,2273.49,1332.31,941.18,0.414
ORD-38212,2025-02-12,Electronics,Monitors,North America,10,12126.48,8295.76,3830.72,0.3159
